Geneid	alignment_29/RNA-29Aligned.sortedByCoord.out.bam	alignment_30/RNA-30Aligned.sortedByCoord.out.bam	alignment_31/RNA-31Aligned.sortedByCoord.out.bam	alignment_32/RNA-32Aligned.sortedByCoord.out.bam
MGC16025	0	0	0	0
MIR4269	0	0	0	0
MIR2467	0	0	0	0
HDAC4-AS1	2	0	1	0
LOC401040	0	0	0	0
LOC105373966	0	0	0	0
LOC150935	0	0	0	0
NDUFA10	2	1	1	2
MIR4786	0	0	0	0
OR6B2	0	0	0	0
OR6B3	0	0	0	0
COPS9	1	0	0	1
OTOS	0	1	0	0
LOC107985836	0	0	0	0
LOC105373968	0	0	0	0
LOC102723825	0	0	0	0
GPC1	3	2	1	1
LOC100130449	1	0	0	5
MIR149	0	0	0	0
ANKMY1	27	23	22	21
DUSP28	24	20	15	24
RNPEPL1	3	1	4	2
CAPN10-DT	0	0	0	0
CAPN10	1	4	3	1
GPR35	0	0	1	0
AQP12B	0	0	0	0
LOC285191	0	0	0	0
AQP12A	0	0	0	0
KIF1A	0	0	0	1
AGXT	0	0	0	0
MAB21L4	0	0	0	0
CROCC2	26	65	55	38
LOC112268440	0	0	0	0
UICLM	0	0	0	0
SNED1	185	133	143	178
LOC107985787	0	0	0	0
SNED1-AS1	1	1	0	1
MTERF4	7	8	10	9
PASK	18	12	11	12
PPP1R7	5	4	4	6
LOC105373971	0	0	0	1
ANO7	360	352	298	342
LOC105376810	15	4	8	10
HDLBP	161	105	128	115
LOC101927509	72	61	54	31
SEPTIN2	124	130	130	103
FARP2	21	20	32	26
LOC105373973	0	0	1	0
MIR3133	0	0	0	0
STK25	168	107	132	113
LOC107985788	0	0	0	0
BOK-AS1	47	22	46	36
LOC105373974	0	0	0	0
BOK	0	2	5	3
LOC105373975	23	17	19	8
THAP4	2	0	0	4
ATG4B	0	0	2	1
DTYMK	3	2	3	3
ING5	5	0	1	2
D2HGDH	8	9	9	5
LOC105373976	0	0	0	0
GAL3ST2	0	0	0	0
NEU4	0	0	0	0
LOC107986004	0	0	0	0
PDCD1	0	0	0	0
LOC105373977	0	0	0	0
RTP5	0	0	0	0
LOC105373978	0	0	0	0
LINC01237	0	0	0	0
FAM240C	0	0	0	0
LINC01238	0	0	0	0
LOC285097	0	0	0	0
LOC105373980	0	0	0	0
LINC01880	0	0	0	0
LINC01881	0	0	0	0
LINC01986	0	0	0	0
LOC105376921	0	0	0	0
LOC107986040	0	0	0	0
LOC107986057	0	0	0	0
CHL1-AS2	0	0	0	0
CHL1	0	0	0	0
CHL1-AS1	0	0	0	0
LOC105376922	0	0	0	0
LINC01266	0	0	0	0
LOC107986058	0	0	0	0
LOC107986059	0	0	0	0
CNTN6	0	0	0	0
LOC105376924	0	0	0	0
LOC105376923	0	0	0	0
CNTN4	0	0	0	0
CNTN4-AS2	0	0	0	0
LOC105376926	0	0	0	0
CNTN4-AS1	0	0	0	0
IL5RA	0	0	0	0
TRNT1	299	217	236	262
CRBN	161	120	94	137
LOC100130207	0	0	0	0
LRRN1	0	0	0	0
LOC107986007	0	0	0	0
LOC102723512	0	0	0	0
SUMF1	4	9	5	7
SETMAR	3	0	4	3
LOC107986008	0	0	0	0
ITPR1-DT	0	0	0	0
ITPR1	0	0	0	0
LOC105376933	0	0	0	0
EGOT	0	0	0	0
BHLHE40-AS1	48	37	38	36
BHLHE40	0	0	1	0
LOC105376934	0	0	0	0
ARL8B	0	1	1	0
EDEM1	1	0	0	0
MIR4790	0	0	0	0
LOC105376936	0	0	0	0
LOC105376939	3	0	1	1
LOC105376938	0	0	0	0
LOC105376940	0	0	0	0
LOC105376941	0	0	0	0
LOC102723596	0	0	0	0
LOC105376942	0	0	0	0
GRM7-AS3	0	0	0	0
LOC105376944	0	0	0	0
LOC105376943	0	0	0	0
LOC105376945	0	0	0	0
GRM7	0	0	0	0
GRM7-AS2	0	0	0	2
GRM7-AS1	0	0	0	0
LOC101927394	0	0	0	0
LMCD1-AS1	0	0	0	0
LOC107986010	0	0	0	0
LMCD1	0	1	0	1
LINC00312	0	0	0	0
LOC107986009	0	0	0	0
SSUH2	0	0	0	0
CAV3	0	0	0	0
OXTR	0	0	0	0
LOC107986061	0	0	0	0
LOC107984112	0	0	0	0
RAD18	0	0	1	1
SRGAP3	68	69	65	66
SRGAP3-AS2	0	0	0	0
SRGAP3-AS3	0	0	0	0
SRGAP3-AS4	0	0	0	0
THUMPD3	23	19	8	25
THUMPD3-AS1	236	164	185	194
SETD5	3	3	1	3
LHFPL4	0	0	0	0
LOC105376949	0	0	0	0
MTMR14	0	1	1	0
CPNE9	0	0	0	0
BRPF1	2	2	1	3
OGG1	35	39	44	55
CAMK1	62	42	51	57
TADA3	32	17	31	27
ARPC4	22	8	13	9
ARPC4-TTLL3	0	3	0	0
TTLL3	2	0	0	2
RPUSD3	4	3	7	5
CIDEC	0	0	0	0
JAGN1	0	0	0	0
IL17RE	1	0	0	1
IL17RC	58	39	51	39
CRELD1	16	22	16	19
PRRT3	38	30	24	29
PRRT3-AS1	0	0	1	0
EMC3	39	26	31	42
EMC3-AS1	5	8	9	13
CIDECP1	1	0	0	0
FANCD2	1	4	0	2
FANCD2OS	73	54	57	51
BRK1	1	0	0	3
VHL	4	1	2	4
IRAK2	0	0	0	0
TATDN2	11	3	2	6
MIR12127	0	0	0	0
GHRLOS	1	0	0	1
LINC00852	0	0	0	0
GHRL	6	10	5	9
SEC13	8	15	9	4
ATP2B2	1	0	1	0
MIR378B	0	0	0	0
MIR885	0	0	0	0
ATP2B2-IT2	0	0	0	0
LINC00606	0	0	0	0
SLC6A11	0	0	0	0
LOC105376950	0	0	0	0
SLC6A1	0	0	0	0
SLC6A1-AS1	0	0	0	0
LOC101927467	0	0	0	0
HRH1	0	0	0	0
LOC105376951	0	0	0	0
LOC102723663	0	0	0	0
ATG7	1235	801	870	966
VGLL4	64	46	51	49
LOC105376952	0	5	2	1
TAMM41	0	1	0	0
SYN2	30	19	34	16
TIMP4	0	0	0	0
PPARG	19	9	11	16
TSEN2	0	1	0	2
MKRN2OS	88	83	41	73
MKRN2	143	113	100	115
RAF1	124	85	95	97
TMEM40	0	0	0	0
CAND2	34	16	21	18
RPL32	8	8	8	14
SNORA7A	0	0	0	0
LOC105376956	0	1	0	0
LINC02022	0	0	0	0
IQSEC1	2	1	2	2
NUP210	2	1	2	4
HDAC11-AS1	0	0	0	0
HDAC11	1	0	2	0
FBLN2	0	0	0	0
SNORA93	0	0	0	0
LOC100293612	0	0	0	0
LINC00620	0	0	0	0
WNT7A	0	0	0	0
LOC105376957	0	0	0	0
FGD5P1	0	0	0	0
TPRXL	0	0	0	0
LOC112268445	0	2	0	0
CHCHD4	0	2	1	2
TMEM43	1	0	5	4
XPC	6	2	3	5
XPC-AS1	14	18	19	17
LSM3	1	1	0	1
LOC105376958	0	0	0	0
LINC01267	0	0	0	0
LOC105376959	0	0	0	0
SLC6A6	2	0	1	2
GRIP2	1190	559	916	633
LOC105376960	0	0	0	0
CCDC174	1	0	0	3
C3orf20	0	0	0	0
LINC02011	0	0	0	0
FGD5	0	0	0	0
LOC105376963	0	0	0	0
FGD5-AS1	11	12	12	12
NR2C2	388	500	337	477
MRPS25	618	661	665	662
RBSN	2	0	0	0
COL6A4P1	0	0	0	0
CAPN7	0	0	4	2
SH3BP5-AS1	351	320	302	356
SH3BP5	66	100	99	104
METTL6	3	3	1	1
EAF1	2	1	2	2
COLQ	0	0	0	0
MIR4270	0	0	0	0
LOC105376964	0	0	0	0
HACL1	0	0	0	0
BTD	104	91	103	78
ANKRD28	1	1	3	2
MIR3134	0	0	0	0
LOC101927647	0	0	1	0
MIR563	0	0	0	0
LOC107986064	0	0	0	0
GALNT15	0	0	0	0
DPH3	1	0	0	0
OXNAD1	0	1	0	0
LOC107986065	0	0	0	1
RFTN1	23	39	12	22
LINC00690	0	0	0	0
DAZL	0	0	0	0
PLCL2	0	0	0	0
LOC105376972	0	2	3	1
MIR3714	0	0	0	0
TBC1D5	1	2	2	1
LOC105376975	0	0	0	0
LOC339862	0	0	0	0
SATB1	1	1	3	3
SATB1-AS1	0	0	0	0
LOC105376976	0	0	0	0
LOC105376978	0	0	0	0
LOC107986066	0	0	0	0
LOC105376981	0	0	0	1
KCNH8	0	0	0	0
MIR4791	0	0	0	0
LOC105376982	0	2	2	2
LOC105376984	0	0	0	0
EFHB	92	112	108	91
RAB5A	4	6	1	1
PP2D1	182	141	170	201
KAT2B	12	5	3	14
MIR3135A	0	0	0	0
SGO1	7	4	9	3
SGO1-AS1	98	55	94	53
LOC107986067	0	0	0	1
LOC101927829	0	0	0	0
LOC107986068	0	0	0	0
LOC105376987	0	0	0	0
LOC105376988	0	0	0	0
VENTXP7	0	0	0	0
ZNF385D	0	0	0	0
ZNF385D-AS1	0	0	0	0
ZNF385D-AS2	0	0	0	0
UBE2E2-AS1	0	0	0	0
UBE2E2	1	0	0	1
LOC105376991	0	0	0	0
LOC107986069	0	0	0	0
LOC105376993	1	0	0	0
UBE2E1-AS1	0	0	0	0
UBE2E1	26	19	21	16
NKIRAS1	942	737	828	852
RPL15	27	24	24	30
NR1D2	0	0	0	0
LINC00691	0	0	0	0
THRB	2	4	0	3
THRB-AS2	0	0	0	1
THRB-AS1	0	0	0	0
LOC107986011	0	0	0	0
LOC107986070	0	0	0	0
RARB	5	1	5	8
LOC105376998	0	0	0	0
RARB-AS1	0	0	0	0
TOP2B	2	1	5	3
MIR4442	0	0	0	0
NGLY1	3	3	6	3
OXSM	0	0	0	2
LOC105377000	0	0	0	0
LINC00692	0	0	0	0
LOC105377001	0	0	0	0
LOC105377002	0	0	0	0
LOC105377003	0	0	0	0
LRRC3B	0	0	0	0
NEK10	0	0	0	0
LOC105377004	0	0	0	0
SLC4A7	0	0	1	0
LOC105377005	0	0	0	0
LOC107986071	0	0	0	0
LINC02084	0	0	0	0
EOMES	0	0	0	1
LINC01980	0	0	0	0
LINC01981	0	0	0	0
LINC01967	0	0	0	0
LOC105377008	0	0	0	0
CMC1	424	346	367	442
AZI2	2	3	4	9
ZCWPW2	79	62	68	76
LOC107986012	0	0	0	0
LINC00693	0	0	0	0
LOC105377009	0	0	0	0
RBMS3-AS3	0	0	0	0
RBMS3	0	0	0	0
LOC107986013	0	0	0	0
RBMS3-AS1	0	0	0	0
LOC101927995	0	0	0	0
LOC105377013	0	0	0	0
LINC01985	0	0	0	0
LOC105377015	0	0	0	0
TGFBR2	1	2	2	1
LOC105377016	0	0	0	0
GADL1	0	0	0	0
LOC105377017	1	0	0	0
MIR466	0	0	0	0
LOC105377018	0	0	0	0
LOC105377019	0	0	0	0
STT3B	7	6	10	12
OSBPL10	2	4	1	7
OSBPL10-AS1	0	0	0	0
ZNF860	0	0	1	1
GPD1L	0	0	0	0
CMTM8	18	8	22	11
CMTM7	0	0	0	0
CMTM6	5	2	3	4
MIR548AY	0	0	0	0
DYNC1LI1	15	14	7	16
CNOT10	0	0	0	1
TRIM71	0	0	0	0
CCR4	0	0	0	0
GLB1	0	1	0	2
LOC107986072	0	0	0	0
LOC107986073	1	1	0	5
TMPPE	0	0	0	0
CRTAP	0	1	0	7
SUSD5	5	5	4	10
FBXL2	29	29	17	24
UBP1	4	3	4	5
CLASP2	0	0	0	0
PDCD6IP-DT	0	0	0	0
PDCD6IP	6	11	11	10
LOC105377024	0	0	0	0
LINC01811	0	0	0	0
LOC102724048	0	0	0	0
LOC101928135	0	0	0	0
ARPP21	0	0	0	0
MIR128-2	0	0	0	0
STAC	0	0	0	0
DCLK3	0	0	0	0
LOC105377029	0	0	0	0
LOC105377030	0	0	0	0
LINC02033	0	0	0	0
TRANK1	0	0	1	0
EPM2AIP1	0	0	0	3
MLH1	3	0	1	1
LRRFIP2	5	3	9	6
UBE2FP1	0	0	0	0
LOC112268444	150	115	142	109
LOC105377642	0	0	0	0
GOLGA4-AS1	42	56	51	48
GOLGA4	4	5	2	6
C3orf35	0	0	0	0
ITGA9	68	50	56	56
ITGA9-AS1	4	4	4	4
CTDSPL	1	3	3	0
MIR26A1	0	0	0	0
VILL	0	0	0	3
PLCD1	6	16	13	4
DLEC1	952	805	648	928
LOC105377033	0	2	1	1
ACAA1	0	0	1	5
MYD88	0	1	0	2
LOC101928234	3	5	2	1
OXSR1	2	3	0	0
SLC22A13	0	0	0	0
SLC22A14	0	0	0	0
XYLB	5	4	2	2
ACVR2B-AS1	2	2	3	3
ACVR2B	6	0	3	0
EXOG	0	0	0	0
SCN5A	0	0	0	1
SCN10A	0	0	0	0
LOC105377034	0	0	0	0
LOC107986042	0	0	0	0
SCN11A	0	0	0	0
WDR48	39	21	34	38
GORASP1	34	28	22	29
TTC21A	1	0	0	0
MIR6822	0	0	0	0
CSRNP1	0	0	0	2
LOC101928263	0	0	0	0
LOC105377035	0	0	0	0
XIRP1	0	0	0	0
LOC102724104	0	0	0	0
CX3CR1	0	0	0	0
CCR8	1	0	0	0
LOC105377644	112	92	101	86
LOC105377037	3	3	3	1
SLC25A38	7	6	11	11
RPSA	6	4	8	3
SNORA6	0	0	0	0
SNORA62	0	0	0	0
LOC107986075	0	0	0	0
LOC105377038	0	0	0	0
MOBP	0	0	0	0
LOC105377039	0	0	0	0
MYRIP	0	0	0	0
EIF1B-AS1	0	2	0	5
LOC105377645	0	0	0	0
EIF1B	0	0	1	2
ENTPD3	0	0	0	0
ENTPD3-AS1	0	1	0	0
RPL14	11	0	3	20
ZNF619	0	0	0	0
ZNF620	0	1	0	1
ZNF621	0	0	0	3
LOC105377043	0	0	0	0
LOC105377045	0	0	0	0
CTNNB1	5	5	8	12
ULK4	0	3	1	2
LOC105377046	0	0	0	0
LOC107986077	1	0	2	1
TRAK1	2	0	1	7
LOC105377048	0	0	0	0
CCK	0	0	0	0
LYZL4	0	0	0	0
VIPR1	0	0	0	1
VIPR1-AS1	18	36	12	26
SEC22C	10	33	31	18
SS18L2	28	23	36	23
NKTR	16	3	15	9
LOC101928323	2	4	5	10
ZBTB47	0	0	0	0
KLHL40	0	0	0	0
HHATL	0	0	0	0
HHATL-AS1	0	0	0	0
CCDC13	0	0	0	0
CCDC13-AS1	0	1	0	0
LINC02158	1	2	0	2
HIGD1A	1	2	0	6
ACKR2	0	0	0	0
CYP8B1	0	0	1	1
ZNF662	0	0	0	0
KRBOX1-AS1	0	0	0	0
KRBOX1	0	0	0	0
GASK1A	0	0	0	0
POMGNT2	0	0	0	1
LOC107986079	1	2	2	2
LOC105377051	0	0	0	0
LOC105377052	0	0	0	0
SNRK	23	18	22	32
SNRK-AS1	220	197	193	224
ANO10	0	0	0	1
LOC107986080	0	0	1	0
ABHD5	0	0	0	0
LOC105377054	0	0	0	0
LOC107986081	0	0	0	0
MIR138-1	0	0	0	0
TOPAZ1	0	0	0	0
LOC105377055	0	0	0	0
TCAIM	5	2	1	5
C3orf86	0	0	0	0
LINC01988	0	0	0	0
ZNF445	0	0	1	1
LOC101928529	0	0	0	0
ZNF852	0	0	0	0
ZKSCAN7	0	0	0	0
ZKSCAN7-AS1	0	0	0	0
ZNF660-ZNF197	0	0	0	0
ZNF660	0	0	0	0
ZNF197-AS1	0	0	0	0
ZNF197	0	0	0	0
ZNF35	0	0	0	0
ZNF502	0	0	0	0
LOC105377056	0	0	0	0
ZNF501	0	0	0	0
KIAA1143	0	0	0	0
KIF15	0	0	0	0
MIR564	0	0	0	0
TMEM42	0	0	0	0
TGM4	0	0	0	0
ZDHHC3	4	0	2	1
EXOSC7	3	4	1	1
CLEC3B	0	0	0	0
CDCP1	0	3	2	1
LOC101928636	0	0	0	0
TMEM158	0	0	0	0
LOC105377061	0	0	0	0
LOC105377062	0	0	0	0
LARS2	1	1	0	1
LARS2-AS1	0	0	1	0
LIMD1	2	12	5	1
LIMD1-AS1	599	447	501	533
TRR-ACG2-1	0	0	0	0
SACM1L	1	1	0	1
SLC6A20	0	1	0	0
LOC107986082	0	0	0	0
LOC107986083	118	93	88	92
LZTFL1	1	0	0	0
CCR9	0	0	0	0
FYCO1	1	1	0	1
CXCR6	1	4	1	1
LOC105377063	0	0	0	0
XCR1	0	0	0	0
LOC105377067	0	0	0	0
CCR1	0	0	0	0
CCR3	0	0	0	0
CCR2	0	0	0	0
CCR5AS	0	0	0	0
CCR5	0	0	0	0
CCRL2	0	0	0	0
LINC02009	0	0	0	0
LTF	0	0	0	0
RTP3	0	0	0	0
LRRC2	58	30	53	40
LRRC2-AS1	0	0	1	0
TDGF1	0	1	0	0
FAM240A	0	1	0	0
ALS2CL	0	1	0	0
TMIE	0	0	0	0
PRSS50	0	0	0	0
PRSS46P	0	0	0	0
PRSS45P	0	0	0	0
PRSS43P	0	0	0	0
PRSS44P	0	0	0	0
PRSS42P	0	0	0	0
MYL3	0	0	0	0
PTH1R	0	0	0	0
CCDC12	4	3	7	6
NBEAL2	1	0	0	1
NRADDP	2	0	1	0
SETD2	4	4	4	0
KIF9-AS1	9	8	14	12
KIF9	7	12	12	11
SNORD13J	0	0	0	0
KLHL18	3	1	2	0
PTPN23	4	3	4	4
SCAP	7	4	4	4
LOC105377073	0	0	0	0
ELP6	0	0	0	3
LOC105377074	0	0	0	0
CSPG5	0	0	0	2
SMARCC1	2	1	1	5
SNORD146	0	0	0	0
DHX30	1	0	0	0
MIR1226	0	0	0	0
MAP4	5	10	14	12
CDC25A	1	0	0	0
MIR4443	0	0	0	0
CAMP	0	0	0	0
ZNF589	3	2	1	0
NME6	20	15	13	7
FCF1P2	0	0	0	0
SPINK8	0	0	0	0
MIR2115	0	0	0	0
FBXW12	0	0	0	0
PLXNB1	2	0	2	3
LOC105377077	25	25	16	15
CCDC51	5	9	8	12
TMA7	33	8	9	40
ATRIP	0	2	0	1
ATRIP-TREX1	0	0	0	0
TREX1	0	0	0	0
SHISA5	0	2	2	4
PFKFB4	0	0	0	1
MIR6823	0	0	0	0
UCN2	0	0	0	0
COL7A1	0	0	0	0
MIR711	0	0	0	0
UQCRC1	3	1	2	8
SNORA94	0	0	0	0
TMEM89	0	0	0	0
SLC26A6	4	5	1	10
MIR6824	0	0	0	0
CELSR3	21	20	7	15
MIR4793	0	0	0	0
LINC02585	1	0	1	2
NCKIPSD	0	0	0	1
IP6K2	5	6	6	9
PRKAR2A	1	0	4	1
PRKAR2A-AS1	1	0	0	0
SLC25A20	0	0	0	0
ARIH2OS	122	98	126	80
ARIH2	52	37	30	48
P4HTM	5	16	8	11
WDR6	105	76	79	88
DALRD3	869	551	568	639
MIR425	1	0	0	0
NDUFAF3	0	3	1	0
MIR191	1	0	0	0
IMPDH2	249	112	204	154
QRICH1	5	4	6	3
QARS1	3	1	1	6
MIR6890	0	0	0	0
USP19	1	0	1	1
LAMB2	1	3	0	3
LAMB2P1	0	0	0	0
CCDC71	1	1	0	2
KLHDC8B	0	0	0	0
C3orf84	0	0	0	0
IHO1	0	0	1	0
C3orf62	0	0	0	1
MIR4271	22	29	13	41
USP4	0	0	0	0
GPX1	5	0	1	1
RHOA	2	2	1	2
TCTA	1	0	1	1
AMT	1	3	1	1
NICN1	0	0	3	0
DAG1	1	0	2	4
BSN-DT	0	0	0	0
BSN	5	10	1	9
APEH	7	2	3	3
MST1	12	12	10	18
RNF123	333	266	262	281
AMIGO3	4	10	6	7
GMPPB	177	146	144	149
IP6K1	3	2	2	3
CDHR4	0	0	0	0
INKA1	0	0	0	0
UBA7	2	1	0	0
MIR5193	0	0	0	0
TRAIP	0	1	0	0
CAMKV	0	0	0	0
MST1R	0	1	1	2
LOC102724438	197	231	190	204
MON1A	0	0	0	0
RBM6	6	1	3	5
RBM5	5	6	5	4
RBM5-AS1	156	222	178	237
SEMA3F-AS1	383	363	272	373
SEMA3F	0	0	0	1
GNAT1	0	0	0	0
SLC38A3	0	0	0	0
GNAI2	1	0	2	1
MIR5787	0	0	0	0
SEMA3B-AS1	8	15	11	12
SEMA3B	1	1	1	0
MIR6872	0	0	0	0
LSMEM2	639	327	398	414
IFRD2	1	1	1	3
HYAL3	3	3	7	0
NAA80	0	0	0	0
HYAL1	2	1	6	4
HYAL2	0	0	0	0
TUSC2	0	0	0	1
RASSF1	3	2	2	4
RASSF1-AS1	10	8	11	12
ZMYND10	0	1	0	0
NPRL2	1	0	1	0
CYB561D2	12	11	21	7
TMEM115	21	15	23	11
CACNA2D2	29	23	27	18
LOC105377082	0	0	0	0
LOC105377083	0	0	0	0
C3orf18	35	30	28	26
HEMK1	0	1	0	1
CISH	0	2	0	1
MAPKAPK3	1	3	0	1
LINC02019	0	0	0	0
DOCK3	16	12	17	13
MIR4787	0	0	0	0
MANF	0	2	0	2
RBM15B	51	29	46	61
DCAF1	1393	717	1082	859
LOC105377085	0	0	0	0
RAD54L2	0	1	0	0
LOC105377086	1	2	1	1
TEX264	1	1	0	1
GRM2	0	0	1	0
LOC105377087	0	0	0	0
IQCF6	0	0	0	0
IQCF4P	0	0	0	0
IQCF3	0	0	0	0
IQCF2	0	0	0	0
IQCF5-AS1	0	0	0	0
IQCF5	0	0	0	0
IQCF1	0	0	0	0
RRP9	0	0	0	1
PARP3	0	1	1	2
GPR62	4	3	8	4
PCBP4	0	0	0	0
ABHD14B	0	1	0	2
ABHD14A-ACY1	0	0	0	0
ABHD14A	1	2	1	2
ACY1	0	0	0	0
RPL29	11	3	4	28
LOC105377088	0	0	0	0
DUSP7	0	0	0	1
LINC00696	0	0	0	0
POC1A	0	0	1	0
ALAS1	0	0	1	4
TLR9	1	0	0	0
TWF2	1	0	0	3
LOC101929054	0	0	0	0
PPM1M	1	0	0	1
WDR82	3	0	4	1
MIRLET7G	0	0	0	0
LOC107986086	10	5	6	4
GLYCTK	4	1	3	3
GLYCTK-AS1	0	4	1	2
MIR135A1	9	5	8	9
DNAH1	3	0	0	1
BAP1	3	0	2	4
PHF7	0	0	0	0
SEMA3G	0	0	0	0
LOC105377091	0	1	0	0
TNNC1	0	0	0	0
NISCH	0	0	0	2
STAB1	178	69	118	105
NT5DC2	2	2	4	5
SMIM4	1	2	1	0
PBRM1	26	18	20	29
GNL3	12	17	16	20
SNORD136	0	0	0	0
SNORD19	0	0	0	0
SNORD19B	0	0	0	0
SNORD19C	0	0	0	0
SNORD69	0	0	0	0
GLT8D1	356	157	269	177
SPCS1	204	108	177	120
NEK4	22	27	22	19
ITIH1	0	0	0	0
ITIH3	0	0	0	0
ITIH4	0	0	0	0
ITIH4-AS1	3	0	2	5
STIMATE-MUSTN1	0	0	0	0
MUSTN1	0	0	0	0
STIMATE	0	0	0	1
MIR8064	0	0	0	0
SFMBT1	3	1	4	7
RFT1	0	0	1	0
PRKCD	1	0	0	0
TKT	9	4	5	6
LOC107986087	2	12	9	12
DCP1A	0	0	0	3
SNORD38C	0	0	0	0
LOC105377094	0	0	0	0
CACNA1D	136	73	95	122
CHDH	21	10	12	19
IL17RB	58	42	48	58
ACTR8	584	517	413	617
SELENOK	1	1	0	2
LOC105377095	0	2	1	0
CACNA2D3	0	0	0	0
LOC107986088	0	0	0	0
ESRG	0	0	0	0
CACNA2D3-AS1	0	0	0	0
LRTM1	0	0	0	0
LOC107986089	0	0	0	0
LINC02017	0	0	0	0
LOC105377097	0	0	0	0
LINC02030	0	0	0	0
WNT5A	0	0	0	0
ERC2	0	0	0	0
LOC105377100	0	0	0	0
ERC2-IT1	0	0	0	0
MIR3938	0	0	0	0
LOC105377099	0	0	0	0
CCDC66	23	9	12	6
TASOR	28	30	21	28
ARHGEF3	0	0	0	0
ARHGEF3-AS1	0	0	0	0
SPATA12	0	0	0	0
IL17RD	0	1	0	0
LOC105377101	0	0	0	0
HESX1	1	0	1	0
APPL1	1	3	1	4
ASB14	199	214	215	221
LOC105377102	0	0	0	0
DNAH12	5	2	1	0
PDE12	4	1	2	6
ARF4	3	5	4	3
ARF4-AS1	10	4	7	1
DENND6A	2	0	2	2
DENND6A-DT	0	0	0	0
SLMAP	3	9	1	4
LOC105377103	3	5	5	8
LOC105377104	0	0	0	0
FLNB	14	13	7	17
FLNB-AS1	1723	2086	1264	1864
DNASE1L3	1	1	0	0
LOC107986091	0	0	0	0
ABHD6	3	0	0	0
RPP14	0	0	0	0
HTD2	0	0	0	0
PXK	75	88	60	80
LOC105377106	0	0	0	0
PDHB	9	7	11	13
LOC107986092	0	0	0	0
KCTD6	0	1	0	0
ACOX2	1	0	0	1
LOC107984079	1	0	0	0
FAM107A	0	0	0	0
FAM3D-AS1	882	640	542	679
FAM3D	0	0	2	0
LOC105377109	6	11	6	12
CFAP20DC	2	2	0	2
CFAP20DC-AS1	0	0	0	0
LOC105377110	0	0	0	0
LOC339902	0	0	0	0
FHIT	0	0	0	0
LOC105377113	0	0	0	0
LOC105377112	0	0	0	1
LOC107986015	0	0	0	0
MIR548BB	0	0	0	0
LOC105377111	0	0	0	0
LOC105377114	0	0	0	0
LOC105377115	0	0	0	0
PTPRG	0	0	0	1
LOC107986016	0	0	0	0
LOC105377116	0	1	0	0
PTPRG-AS1	47	63	48	58
C3orf14	0	0	0	0
FEZF2	0	0	0	0
LOC105377647	0	0	0	0
CADPS	0	6	1	5
LINC00698	0	0	0	0
LOC107986043	0	0	0	0
SYNPR	0	0	0	0
SYNPR-AS1	0	0	0	0
SNTN	0	0	0	0
LOC105377119	0	0	0	0
LOC100130345	0	0	0	0
C3orf49	6	5	7	2
THOC7	0	3	0	0
THOC7-AS1	0	1	0	0
ATXN7	19	10	10	4
SCAANT1	0	0	0	0
PSMD6-AS2	4	2	2	7
PSMD6	7	11	16	12
LOC105377121	0	0	0	0
LOC107986093	0	0	0	0
PRICKLE2-AS1	42	54	55	78
LINC00994	0	0	0	0
PRICKLE2	0	0	0	0
PRICKLE2-AS2	0	2	0	0
PRICKLE2-AS3	0	1	0	0
PRICKLE2-DT	0	0	0	0
LOC105377123	0	0	0	0
ADAMTS9	0	0	0	0
ADAMTS9-AS1	0	0	0	0
ADAMTS9-AS2	0	0	0	0
LOC105377124	0	0	0	0
LOC107986017	0	0	0	0
LOC105377125	0	0	0	0
LOC105377127	0	0	0	0
LINC02040	0	0	0	0
LOC107986094	0	0	0	0
MAGI1	3	2	2	1
LOC107986018	0	0	0	0
MAGI1-IT1	0	0	0	0
MAGI1-AS1	0	0	0	0
LOC105377128	0	0	0	0
SLC25A26	0	0	0	0
LOC107986095	0	0	0	0
LRIG1	1	0	1	0
LOC105377141	0	0	0	0
LOC105377142	0	0	0	0
LOC105377143	0	0	0	0
LOC105377144	0	0	0	0
KBTBD8	0	0	0	0
MIR4272	0	0	0	0
LOC112267879	0	0	0	0
SUCLG2	1	2	0	1
LOC105377148	0	0	0	0
SUCLG2-AS1	0	0	0	0
TAFA1	0	0	0	0
LOC107986019	0	0	0	0
LOC105377146	0	0	0	0
TAFA4	0	0	0	0
EOGT	7	2	4	9
TMF1	2	0	4	0
MIR3136	0	0	0	0
UBA3	0	0	0	3
ARL6IP5	0	0	0	3
LMOD3	10	5	13	9
FRMD4B	0	0	0	0
MITF	0	0	0	0
SAMMSON	0	0	0	0
LOC105377151	0	0	0	0
MDFIC2	0	0	0	0
LOC105377152	0	0	0	0
FOXP1	1	3	2	3
FOXP1-AS1	1	0	0	1
MIR1284	0	0	0	0
LOC105377155	0	0	0	0
EIF4E3	0	0	0	0
GPR27	0	0	0	0
PROK2	0	0	0	0
LOC105377156	0	0	0	0
LOC105377157	0	0	0	0
LINC00877	0	0	0	0
LINC00870	0	0	0	0
LOC105377158	0	0	0	0
LOC105377159	0	0	0	0
RYBP	0	0	0	0
LOC105377160	0	0	0	0
LOC105377161	0	0	0	0
LOC102724817	0	0	0	0
LOC105377162	0	0	0	0
SHQ1	2	0	0	1
LOC107986097	2	0	1	0
GXYLT2	0	0	0	0
PPP4R2	1	0	0	3
EBLN2	0	0	0	1
LOC107986098	0	0	0	0
PDZRN3	0	0	0	0
